P10126
P23116
P38647
P60867
P0DP26
P0DP27
P0DP28
Q04887
P26231
P17950
Q9JJA7
Q60605
P63330
P18760
P46694
Q6PDQ2
P18572
O89091
Q61696
Q9ES74
Q3TPJ7
Q9CR57
Q501J6
P10810
Q9WU03
Q9CQC6
P28033
P68373
Q3TWW8
P63037
Q01853
Q8C6Z1
Q9JHU4
P28667
P62274
G3UVW3
Q99PV5
Q99LU8
P21460
Q9ESC8
Q7TMY8
Q61739
Q9WVA4
P62810
P14602
Q7TMM9
Q69ZK6
Q9CR75
P51881
P68372
P09055
Q7TS72
P62746
Q9JIQ8
O08992
O35718
O89086
Q6ZWV3
P09920
Q9JM51
A2A7Q9
P97855
Q61810
Q9ET30
Q61147
P61750
Q61592
Q04750
Q99K48
P98197
P35428
Q8BWY3
P97315
Q8CBD1
A2ASQ1
P17564
Q9JKF1
Q8BTM8
Q61990
O35887
Q91YH6
Q8BHD7
P13516
P97863
Q9ERR1
Q80TM9
P17809
Q5XF89
P99024
Q8R1F1
Q61545
P43883
P60762
P62858
P62874
Q7TNL3
Q9WTK5
Q9DCL8
P41731
P27659
Q9CRA5
P25799
Q9JII6
P70284
P14131
Q8BJS4
P59054
P63038
P00860
Q9Z204
Q00560
Q58A65
Q60598
P62960
P11438
P60766
P40142
P35564
Q62313
Q9R0Q3
P12850
P68254
Q9JMH6
Q8CGF5
Q9R0Q4
P18608
P70406
Q80XM9
Q06831
P61982
Q9DBC7
P23950
Q6IRU2
P54369
P62325
P80314
Q99JI6
Q80TH2
P06797
Q3TLH4
P62331
Q91WK2
P70168
Q62165
Q9Z1N5
O88878
P05064
P80316
Q9QXE4
Q52KE7
Q64727
P16092
P30999
P18581
O70325
P53996
Q8R143
P62301
Q64012
P62900
Q5SYL3
P20826
Q8R081
P19783
O88569
Q3UPW2
Q9WU42
O88456
Q99PT1
Q9Z0G9
O35598
Q9DC28
P08752
Q9QUI0
P17047
Q9Z261
Q60865
Q9CZM2
Q9EQP2
Q8CIF6
P62984
Q920Q8
Q8CIE6
Q78IS1
Q6ZWV7
Q02053
Q8R1B4
P62962
O35071
P62827
Q61609
Q06335
Q9QY73
P62141
O55142
Q8BG05
Q9Z1Q5
O70571
Q9CX86
Q99K74
Q9QYB1
P62821
Q91VS7
Q9D1L0
P25322
Q7TPM1
Q80U49
O54927
Q8CI15
A2ASZ8
Q3UIW5
Q9EQT3
Q8BKC5
P61079
Q9DCF9
Q06186
E9Q1P8
Q9WV30
Q9DBG6
Q6AW69
Q62392
Q9WU78
P40124
Q8VCM7
P61620
Q3UC65
Q04207
Q922F4
P08207
Q99PL5
B2RXS4
P22518
P81067
Q9Z0N1
P28656
P11983
P62880
Q9WUK2
O70274
Q9EPL8
Q64302
Q6P1E1
P62270
P41105
Q8K4L3
Q91ZU6
Q99PE9
P0DP26
P0DP27
P0DP28
Q91V92
Q5D1E7
P80315
Q99KU0
P40237
Q9ERU9
Q61598
P60335
Q922Q8
Q61166
P81122
Q91YX5
Q7TMK9
Q61471
Q99JX7
Q8JZQ9
Q5U462
Q9DAW9
Q99PV0
Q91Z22
Q9JIK5
Q61827
Q3U1N2
Q6NZF1
Q8BHN3
P62889
Q8BGW5
Q9QYH6
Q9DCP9
Q569Z6
Q8R0J7
P62996
Q9JL56
Q62318
Q9DD24
Q9JJI8
P83882
P62082
Q9EST8
P10639
Q9Z2F6
Q61985
Q00731
P16858
P0DMN7
P29752
O88551
Q00322
P39689
P63082
P97769
Q922J9
P51150
P61027
Q5SWW4
Q9D823
Q3UES3
Q9D8B3
O35188
Q62383
Q64310
O35295
P63005
P51141
Q8CBY3
Q8BKX6
Q9DCH4
Q4VAA2
Q9R0M0
P68368
P17918
P01108
Q9DAS9
Q3TGF2
P48755
P56384
Q9DC51
P80318
Q9Z0U1
P49138
P54728
P70296
Q9EQU5
P84091
Q9ES97
P15535
Q8BLX7
Q61792
P83741
Q91VM4
Q9JIX8
Q9WTK0
Q9D620
Q78PY7
Q9Z1R2
Q61171
Q62261
Q6A0A9
Q6DFW4
Q9QYJ3
O88792
P50580
Q99KI0
Q8BFY9
Q6ZQ58
P83882
Q2TPA8
Q9R1Q6
P17751
Q9JKY5
Q9CQV8
Q64151
Q8BX07
P61205
Q60872
Q61768
A2AJI0
P17532
Q9EPU5
Q60972
Q00PI9
Q8VDM4
E9Q557
Q9D1D4
Q80UP3
Q91YK8
P11352
Q9CQV6
P60229
Q9QZQ1
Q8C6G8
P51859
Q3UKC1
Q00519
Q8K3G9
P97449
P17095
Q8BGV3
P08775
Q76MZ3
Q61526
O55111
Q61333
A2AN08
Q9Z1K5
E9Q5K9
P62267
Q6P549
Q9Z1W5
Q9Z2V9
Q3UHN9
Q61286
Q3UJD6
O54988
Q8BGE4
O88904
Q04888
Q99JY9
Q91VC9
Q9CZT5
P05532
P10922
Q62426
P10852
Q91VI7
Q7TPV4
O88342
Q60932
Q9D684
Q3URD3
Q8K3X4
Q9CVB6
P42932
O35286
Q60775
P81066
P97494
P61161
Q62074
P26450
Q9D0E1
Q64010
O35177
D3Z7P3
P30415
P14115
Q8VHX6
P97402
Q60973
P50446
P36371
Q3US41
Q78T81
Q3THS6
P0C0S6
O35426
P35821
P09411
Q9WTN3
Q8CCI5
Q9JJF9
P31750
Q64213
Q61221
P24547
Q80X90
O54732
Q5XJY5
Q8VI36
Q60749
P35486
Q9DCT8
P48026
Q921F2
Q61982
Q9ESF4
Q91VN0
G5E829
P68369
P24369
P97360
Q8VCQ6
P14824
Q9EST5
P22339
Q61835
Q8R527
Q8K310
Q8R2U6
P48281
Q6PIX5
P10889
P08249
Q60769
P35762
O08808
P30285
A2A690
Q05D44
Q61543
P06745
A2ADY9
G5E870
P43406
Q8CFI0
Q61687
Q91VR2
P28654
Q9JM55
P05063
Q921C3
P63158
Q9DCL9
O54790
Q8R317
Q91ZW3
Q8VDU1
Q6X893
P13864
Q6URW6
Q93092
P35293
Q9DCD6
O55033
Q80YE7
Q3UE37
Q9CQL7
Q9EQQ9
Q8BP47
Q9CPW4
P63002
Q60597
E9Q4F7
Q08943
Q9R097
Q9JM96
P58021
Q148V8
P58750
A2BH40
P30416
Q9ESU6
O88307
Q9CQQ7
P35459
Q64445
Q01705
Q9WV66
P62774
Q9JM73
Q80XQ8
O54734
P84102
Q9JMH9
Q9JKR6
O35343
Q8R050
Q9D4V0
P42208
Q8K019
Q9CZU6
Q61493
P35822
P63280
Q8C181
Q8BKX1
Q9EQK5
Q6PHU5
Q8BWG8
Q9EPK5
Q8K2B3
Q08122
Q9ERH7
O88968
Q920L1
P14685
Q6ZQI3
Q9QZS2
Q8CDB0
Q8CGY8
Q9CY50
Q3UZ39
Q7TNC4
P53810
P58771
P68510
Q61508
P62257
Q8CJH3
E9Q7D5
O55201
Q9D4B1
Q8BHG9
P17182
P60334
E9Q7G0
Q9Z0M5
Q3UJB0
Q9JIF7
Q80TZ9
P46978
P97431
Q80YR4
Q9D0M5
Q99L45
Q9DB77
Q8BND5
P35279
Q99K30
Q6PGB6
Q9D6Z1
P54751
P50396
Q811D0
Q06138
Q5F2E7
Q8K201
B2RY56
Q9DAU7
P97868
Q924A2
P23188
Q9ESZ8
Q5FWI3
Q921Y0
Q4VBD2
Q61646
Q80U58
P58058
A2A8Z1
P54615
Q9D7S7
Q91Z46
Q60864
Q3UUY6
Q9QZ06
Q9QYJ0
Q91VK1
Q9R233
P70227
Q6P9J9
Q8CIN4
Q9WTX5
P18828
Q9QZD9
Q14B48
Q9CXE7
Q9EPL2
Q6PB44
Q60967
P70441
O35129
Q9QY23
P61022
O09030
Q4VAC9
Q9R1Q9
Q68FG3
P97302
P35235
Q80W00
P15314
Q04999
Q6P2L6
Q922P9
Q66JS6
Q8CFU8
O35253
Q8BYU6
Q9ER81
Q921M3
Q91V36
Q8QZY1
Q80W47
Q9QZI8
O55029
Q9DBG7
Q9Z1P8
Q9JKB3
P27048
Q99LJ8
O09118
O35386
Q80SW1
P06803
Q9WTV7
Q8BHL7
Q3TZZ7
P14901
Q8BFR4
P32067
P43024
P17182
Q99KF1
Q9D3F7
O35484
Q9DBH5
Q8BL97
Q99L47
Q9JJZ6
Q8C1B7
Q8K0E8
Q91VH1
Q9ERK0
Q91W90
P14094
Q9CX00
Q6IRU5
Q8R4H2
P61957
P28660
Q99LH1
Q3U108
Q60575
Q91YW3
P24668
P70662
Q80V91
Q9JHJ0
P41230
O70273
P46061
P70274
Q5I012
Q62393
Q9EP52
Q8VDK3
E9QAT4
Q00780
Q9QZ85
Q5SXA9
Q5HZI9
Q9WVH4
Q00175
P62838
Q9D3D9
P14152
Q8K2C7
Q9DBY0
Q91YQ5
Q9CU62
Q9JMC8
P23772
Q61122
Q8BZQ2
A2AQ25
Q8BK67
O35465
Q9CY57
P47754
Q8CFG0
Q9R1Q7
Q91V17
Q99KP6
Q9Z2C9
O35126
G3X9Z4
Q8CGC7
Q9JLV5
F6ZDS4
Q9DB05
P26039
Q9CR47
Q9Z1Z2
P22892
Q9JJ00
O70194
Q8BTW9
Q7TT50
Q9ERG0
Q99KG5
P15864
Q3UKU1
Q60930
Q62172
Q5SRY7
Q8VHE0
Q3U410
Q8BFW7
P39447
Q6PAM1
G5E8P1
P05202
Q9QXV8
Q7TQG1
Q99KJ8
Q9CX56
Q8BJ56
Q61490
Q99NF2
P13405
P17710
Q6P7W0
Q9WTI7
Q6PDK2
Q8BH93
P56183
Q8R184
Q8BFV3
Q6NXH3
Q571I4
D3YXK2
Q6NZN1
Q9DBU3
Q9CZ69
O55022
Q99MK8
P50516
O70161
Q60843
Q3TKT4
Q8C0P5
P53690
Q8VDZ4
Q9CPW5
Q922D4
P99028
Q8BHG1
Q5SWU9
P62342
Q8K3P5
P55041
Q9D1R9
P0CL69
Q5SSW2
Q922G0
Q5F2E8
A0A0B4J1F4
Q9R0H0
Q7TPR4
P08226
Q3TXS7
Q8R420
Q61532
Q7TQH0
Q9QYK5
G3X9K3
A2BE28
Q924Z4
P48316
Q924H7
Q8VIM9
Q9JHW9
Q6P6I6
P26443
Q8C5W0
Q80Y84
P50544
P70460
Q9JHC9
Q3TT38
O55137
Q61165
Q923B6
Q9DAX2
P60904
O88685
Q8CIB5
Q9DBJ1
Q9EPX2
Q9R0Q7
Q9JHG6
Q99MK9
Q8CIV2
O35114
O08550
Q9R049
Q7TPQ9
Q61387
Q9Z2G0
O09061
Q8BYR2
Q921J4
Q5U4H9
Q9D4P0
Q03146
Q8BMS1
Q80WQ6
Q9Z2W1
O08663
Q8R5F8
Q91V41
Q61210
Q6ZWY8
Q9Z148
Q9JLS0
Q9D8V0
P48036
Q91XU3
Q8R107
Q91WD5
Q9DBL9
P97379
Q9ESN9
Q01768
O70152
Q9Z108
P32020
Q61550
Q8BH43
Q9WTX6
Q9EPT5
Q8CCS6
Q9D8K8
Q9QZE5
P70419
Q3UPF5
Q65Z40
O88939
E9Q5F9
Q9CYN9
Q9Z2U0
P99026
Q9Z2S7
P40201
Q9JMK2
Q6P2K6
O54774
Q9JJ28
P46938
P08228
Q99LF4
P37040
O88738
P35582
O55135
Q9CQD1
Q8R5J9
Q91YE7
Q9DCD0
P26043
Q8CJF7
Q9JM76
Q3UPL0
Q9D0T1
Q60674
O08581
Q80TM6
P63085
Q9R190
Q8K2K6
P61222
Q9QYK7
Q61335
P19253
P97300
Q3TSG4
Q9DBG3
D2EAC2
Q6ZQ88
Q8CBY8
Q8K2Z8
P61202
Q61805
Q4PZA2
A2A7S8
Q8BU14
Q9WVL7
P25118
Q9JLV1
Q8VCT3
Q8R4U7
Q3UTY6
Q99J93
P31786
G3X9J0
P45700
O35207
Q6NXK5
Q62225
Q6P542
Q8CDN6
Q6ZQ93
Q62470
Q80XR2
Q91ZX6
O89090
Q99K90
Q8BGT6
P97429
Q5XJV7
P48193
Q8CHI8
Q91VX2
Q921T2
Q80TL7
Q8BSP2
Q99JX4
O35685
Q8BG81
Q8R3Q0
Q64378
Q9JIM1
P98083
P32507
Q3THE2
Q8BXQ2
Q6A037
Q3V3F6
Q69Z38
P61211
Q8BMJ3
Q80YR5
A3KFM7
E9PZM4
Q80YQ8
P00520
Q6PAR5
O54929
Q9JLB2
P63254
O08795
P06801
Q8BFW3
Q8K183
Q3UEB3
Q9EQH3
Q61183
Q9QZQ8
Q923J1
Q8BSU2
Q8K3Z9
Q99LJ0
P53994
O35638
Q91XV3
E9Q634
Q05A36
Q6ZQK5
Q8BJA2
Q60795
P58871
P97432
P46638
Q8VEK0
Q07113
O35625
Q8CI51
P97371
Q9JIW9
Q61112
Q8BUN5
Q61292
Q9DCN2
A8Y5H7
P49935
O08529
Q9Z1K6
Q8BSQ9
P28867
Q7TQH7
P05533
Q99JR5
Q62376
B2RXV4
Q7TSI3
Q9EPC1
O54946
Q02819
O88952
Q31125
Q9DCX2
Q91X43
P26883
P52793
Q8CJG0
Q9WU28
Q5RJH6
Q99NH0
Q99K82
Q9WV32
O70400
Q61136
Q99JY0
P48301
P63147
Q9CZW4
P47757
P63168
P63087
Q80Y55
Q6PD10
P39054
P54227
Q6PDI5
Q9D4H4
P54754
Q9JLQ0
O08788
Q8R5C5
Q6PDG5
Q8C7B8
P48962
Q61645
O70503
Q9JJG5
Q8BZW2
P70195
Q99MY8
Q61193
P63328
Q6ZQ38
Q8R5C8
Q62351
Q571C7
P42230
Q9ER10
P27601
Q8R2N1
Q8VEF1
P57016
Q3TWI9
O88597
Q9QWH1
Q64511
Q8VE52
Q99JX3
Q60668
Q3ZN08
P54823
Q8BUP8
Q8BYK6
P36895
Q505K2
Q9DCC8
Q9CR51
O70551
Q9CQE7
P28798
A2A863
Q9WTK7
Q6ZQ89
P97430
F8VPU2
P61290
Q791T5
Q9QZ03
P35278
Q9D7I0
Q61009
Q9WVK4
O89001
Q8K2H3
Q6ZPY2
O35841
A2AAY5
P70424
Q9Z0R9
Q8BVY0
P97450
Q64324
Q9CYI4
Q9WV55
Q9R069
Q8BTV2
A2AEV7
P27790
Q80UJ7
Q8K3W3
Q5SWD9
Q9WV60
Q9D115
P62137
Q9D6V8
Q60692
Q8K485
Q3TLP5
Q6ZWZ2
Q9JKV1
Q5I1X5
P81068
Q5SV77
Q8CD26
Q9Z1W9
P26369
P11031
Q9Z0Z7
Q6P4T2
P55200
Q9JLV2
Q80WJ7
B1AZI6
P80313
P62715
Q8VC10
P97825
A2CG63
P70124
P13011
Q8BQ30
Q0VGY8
O35143
Q8K330
Q9CQW2
Q62511
P0DP26
P0DP27
P0DP28
Q8CHY6
Q9JMD0
P04627
Q8R3L2
Q99MN1
Q91VC3
P52633
Q3TYD6
Q7TNV0
Q9R0U0
Q03141
P22724
P42567
Q811L6
Q91Z58
Q8C147
Q8K3J5
P63166
Q9QXE7
O35566
Q9ESY9
Q3UMT1
Q91V64
Q9Z277
P08074
Q8R0L1
Q9D708
O70579
Q8K2C9
Q91VK4
Q91YM2
A2RTL5
Q61191
P35550
P70333
P70268
Q8BJF9
Q63943
P39098
P99029
P53995
P57716
Q9D8B6
Q8CFV9
Q80X82
Q62120
Q1HFZ0
Q3TIV5
Q5DTW7
Q6KCD5
O54941
Q921W0
Q9D8U8
Q9WTZ2
Q810A7
Q9QYI3
Q9D2G2
Q9CY27
Q8VD57
Q4VGL6
Q9CQV4
Q9Z0H7
Q62406
Q61475
Q3TEA8
Q8BVF7
Q80U35
Q99K28
Q6ZQL4
Q9QYS9
Q9QWV9
Q99N57
Q9D0M3
P02340
Q09200
Q99J95
Q9D4C5
Q8BH24
P49722
Q61362
Q8BQS5
Q80TG1
Q2TBE6
P12382
P46467
Q9D0J8
P35456
Q9QY33
Q8BP27
Q3UXZ9
P62334
P21279
Q9JJZ4
Q3UVG3
Q7TSZ8
E9Q5C9
P50518
Q3V0C5
A0A6I8MX38
P26638
Q9CQU5
Q9CXK9
Q99MD9
Q9CZY3
Q99KX1
Q9D1G1
Q91YD6
Q9R1P4
Q8CI11
Q64373
Q6P1F6
Q6KAQ7
P56391
Q9JK83
Q9CQT7
Q9JJB9
Q9CQN1
Q9DC23
O09117
P47791
P50247
Q80SZ7
Q9JKW0
P70257
Q3UGP9
Q99KD5
Q8VBW1
Q9DAX9
Q61214
Q8N7N5
Q61142
Q61081
P59598
Q3UQS8
Q9DBZ5
Q8JZR0
Q9CPQ1
Q8BWW9
P59326
Q3TPX4
P52479
Q8BKG3
Q8BVP5
Q8BGQ7
P97370
Q62210
P46664
Q60996
Q6PD31
Q8BU11
P55086
Q8BML9
Q0P678
P57080
Q8C4V4
Q9ERQ3
P50636
Q91V04
Q9D8C2
O70228
Q61176
B2RWS6
Q60737
Q4G0F8
Q8BI21
Q3UMF0
P97822
Q63932
Q6ZPE2
Q9D379
Q80UG5
Q8BH98
Q8K5C0
Q91YR1
Q3TVI8
Q8CGF7
O88967
Q62280
P03899
Q99KN1
Q99LF1
Q64331
P97372
Q80XI6
Q61180
Q6P8I4
Q9QUM9
Q9QYC0
Q80U72
Q68FF6
Q61146
Q80SY4
O88531
Q9WVC3
Q922R5
Q62312
Q9CQW1
Q61074
Q9Z1D1
Q9CR86
Q62141
P70349
A6H619
Q8K2J7
Q922M3
Q8BJD1
P09602
Q6DID3
Q3UHH1
Q8R0S1
O09106
Q921I6
Q7TPH6
Q8BGR2
Q8CBW3
O08856
Q80Z38
Q2NL51
P47915
Q8JZZ6
Q6PD03
Q6ZPV2
Q8BJW6
O88839
Q9JM13
Q80YA7
Q64514
Q60648
P97467
Q8R1E7
P62814
Q8C1B2
P20357
O35226
Q9D024
A2AWT3
Q80WT5
Q9EP97
O88532
E9QAM5
Q60710
P61924
P27699
Q69ZN7
Q99LC5
Q6NZQ6
Q8CHS8
Q8K0G8
Q3UHJ8
Q8VEM1
Q6GYP7
Q9Z1N9
Q8R409
Q8K0H5
Q8BG87
Q99PM9
Q8CBH5
Q6P5E4
Q62186
Q80XC3
Q9Z1Q9
Q7TNG5
P68037
Q91YT0
Q6NXN1
Q04735
Q3U2S4
Q9QYC1
P12787
O35381
P70399
Q7TQI7
Q5SSZ5
P97363
Q4VC33
O89079
Q9CQ10
Q80UP5
Q8CC35
Q9Z1B7
P62196
Q91VR5
Q9D0F3
Q3UD01
Q64433
Q60980
P56382
P34884
P30681
Q9Z0J0
Q8K1M6
Q9DBR1
Q810U5
P28063
P54071
Q8BG32
Q8K3D6
Q91X46
P10711
P23804
A2RSY1
Q61233
Q9Z1Z0
Q922J3
Q61249
Q8CAF4
P35951
Q5U430
Q63ZW7
Q6ZWS8
O89032
P56393
O70435
Q9CWF2
P61164
Q60720
O35493
Q8CIK8
O09111
Q91V37
Q3TEW6
Q9Z2Y3
Q6ZWX6
Q8BJU2
Q99K51
P36916
Q9JL10
Q69ZW3
Q9CQU3
Q6P9S0
P62192
Q6A0A2
Q60855
Q9DBG9
P46662
P05480
B2RQC6
Q14AM7
Q9ERK4
P41778
Q8K1E0
B2RRE7
Q8VI59
Q8BY89
Q9CZW5
Q8CFE4
Q5DU02
P70335
Q3U2K0
Q3UQ28
Q5FWK3
Q91WC0
Q9CQM2
Q6WKZ8
Q9QZS3
Q6P5B0
Q8R1F6
Q8BVE8
E9PVA8
Q8K299
Q8BFQ4
A2AJT4
Q9DB20
Q9R0Q6
Q60960
A2AGH6
Q3UVK0
Q91W45
P97751
Q5Y5T2
Q9R0E1
P60670
Q8CH18
Q99LX0
Q60809
O35618
P09671
Q9JMG1
Q8R180
P26041
P62862
Q62018
E9Q7E2
Q61026
Q9QYE9
Q9CPY7
Q62073
O88895
Q8BHJ6
Q99LJ1
Q569Z5
Q8K212
Q9WUB0
Q9DBE9
Q8QZY6
A2AWL7
P16675
Q7TQE6
Q69ZF8
P19785
Q6GQT9
Q9D4H2
Q6P5D8
Q5RI75
Q8C9B9
Q99NB8
Q9ET26
Q8R3R8
Q9EQY0
Q8VI75
Q9WVE8
Q8R2W9
Q91YU6
Q9JIL5
Q9WUU7
Q80X32
Q6GQT6
Q8K297
P46471
Q99P51
Q9WV31
Q640N2
Q9ES00
P57759
P49817
A2AR02
Q8CII8
Q60644
Q9D666
Q8R4G6
P62869
Q6PA06
Q9EPU4
Q61391
Q3U0V1
A2A5Z6
F8VQB6
Q9DBS1
P70318
Q9D883
B2RQE8
Q8VD66
P70404
Q3UV16
Q8BZQ7
O08749
P97304
Q64322
Q8R007
Q8R2U0
Q9Z127
Q8VDW0
Q9CXI5
P07141
O88520
Q2KN98
Q9DC61
F6VAN0
Q8R0W6
P22387
Q68FH0
Q9DBR0
P51791
Q99PU7
P62317
Q9JM52
Q922R0
Q6PDM1
P97471
Q9CQM9
P47856
Q8C341
Q8K4B0
Q64729
P97311
Q6PD21
Q9JJ06
P54775
Q9DBU0
Q9WV91
Q99K01
Q04863
Q6P2B1
O55101
Q8CB77
Q9Z2U1
Q7TN98
Q6A058
Q8BPM0
Q9Z2Z9
A2AAE1
Q9DBU5
Q91YH5
P63044
Q8BWR8
Q8R0X7
B1AY10
Q06180
Q3TAS6
Q99LG0
Q501J7
Q99J56
Q8BXA1
Q9CR68
Q3UHK8
O08912
Q6PAJ1
Q9ESV0
Q8CGK3
Q8BHB9
Q64704
Q8BUR4
P24788
Q3UHF7
Q4U2R1
Q61382
P05201
P58501
Q9CWL2
Q99NH2
Q99JB0
Q8K211
P56135
Q14AX6
P97496
Q9JKP5
Q69ZS7
O08586
Q8BWD8
Q8QZT1
P51432
Q9CQX5
Q07076
Q8K1R7
A2AIW0
Q8K3D3
Q6P5G3
Q922P8
C0HKG5
C0HKG6
Q8BGN9
Q91Z49
Q9QYY0
Q8R4I1
P97765
P84084
Q91WA3
P56399
O08810
Q8BXA5
Q8BFZ9
P29754
Q9CR39
P47738
Q8K371
P97742
Q2HXL6
Q8BX90
P97784
P58389
Q8K2C8
Q7TT28
Q9QZR5
Q8R0X2
Q3U7R1
Q9ERG2
Q6R891
P58802
Q9D722
P56212
Q8K296
Q8CHP6
Q00612
Q8K4L0
Q9Z248
Q9Z247
Q69ZA1
Q8CIE2
Q02013
P70699
Q9WTL2
Q3U8K7
O70494
B1AQJ2
O09112
Q811J3
P15806
O70310
Q7TPD1
Q9EQJ9
Q9DC16
P47809
P27546
O70472
Q9JJU8
Q3UU96
G5E8K5
Q9R1P0
Q3UTJ2
Q8K1J5
P63073
Q3U3C9
Q99ME9
Q99M28
Q8CAQ8
P35979
Q6PHN9
Q9DBS9
Q9JLJ5
P97393
Q9CQJ8
Q8R4Z4
Q9JIH2
P00920
O54785
E9PUQ8
Q8R173
P14873
Q8C9X6
Q8CD54
Q8VD37
P22366
Q6ZWY3
P62320
Q60823
Q8BZ47
Q6ZPT1
Q8C1B1
Q63844
Q9QZB6
Q9EPE9
P34152
Q8C0Z1
Q99MJ9
Q9D1Q6
P61804
Q61818
Q61753
P22726
Q00915
Q9D5L7
Q8K4I3
Q8VCS3
O54918
Q9R1E0
P59017
Q6NZR5
Q8BGP5
O88286
Q69ZS8
Q61312
P97343
Q3UHX2
P60840
P97813
Q4QQM4
Q8R3B7
P17665
Q8CFE3
Q8C3K5
Q8CG19
Q3THK3
P60882
Q9CWW7
Q8BHG3
Q5UAK0
Q921M4
P61089
Q80ZJ8
Q80U56
Q9EQ61
Q9D8M4
P61406
Q8VHL1
O54928
Q9DB16
Q80TR8
Q9D5T0
Q64285
P61588
Q62084
Q5RKS2
Q8K411
Q9CQ79
Q9CRD0
Q9WU38
O35682
Q7TN22
Q99ML2
Q3UQ44
Q921F4
Q6NVF9
Q9D6N5
P49443
Q8BNE1
Q925J9
Q8K2T8
Q9JKZ2
Q3TLI0
Q9Z2G6
P26516
Q9CY34
Q9DB34
Q9Z2I8
O35607
Q08024
Q3U2E2
P45952
Q8BHZ4
O70209
P0CG15
O89050
Q62465
Q8C863
P29268
Q9WTU0
Q8VEK3
E9Q9R9
Q9WTP6
Q6ZQF0
Q99KW9
O88487
E9PYH6
P49769
Q8BQH4
Q91X88
E9Q735
Q8C8U0
Q9R078
Q9CYZ2
Q01102
Q91V01
Q9ERA6
Q9JHJ3
P32883
Q6A0D4
Q6P5F9
Q9DCE5
Q923D5
O70479
Q640Q5
O70546
Q5SWY7
Q60875
Q9CR84
Q3UG20
Q9CU65
Q9WTY4
Q80XU3
Q8C6B2
Q6EDY6
P28658
Q9CZ04
Q80SY5
Q9CPV4
Q91W89
Q6PFX9
Q7TMB8
Q01887
P52019
Q99K70
Q920Q6
Q8K284
P62951
Q9D9I4
Q9CQF9
O08688
Q9CQJ5
P47740
Q8C0E3
Q91V09
Q9JII5
Q9R1P3
Q9R0P6
Q3UMW7
Q9D832
Q8BKI2
Q921J2
Q9QXD8
Q8BND4
Q924Z6
Q3UPH7
Q9D958
P09690
Q99LG1
Q3UE31
Q61029
Q61033
P41133
Q3TBN1
Q80ZK9
P67778
Q67FY2
Q60631
Q5U3K5
Q61070
Q9ER00
Q00899
Q921H8
Q9JJE7
Q922V4
P70428
Q80V26
Q99LG2
Q9CW03
Q7TQK0
A2ARA8
Q9CZB0
P02469
Q9DCS1
Q6DFZ1
Q9Z0U0
P52592
Q923U0
P58404
P70122
Q99KH8
Q812G0
P56387
Q8BJ05
Q9DBJ6
Q64092
Q4VBF2
Q3UV55
Q8BHS3
Q61510
P53566
Q9EPV8
Q80U78
Q8K353
